뉴스제목,주가변동
"25일, 거래소 외국인 순매도상위에 전기,전자 업종 5종목",0
"25일, 기관 거래소에서 삼성전자(+0.49%), SK하이닉스(+1.98%) 등 순매수",0
"25일, 외국인 거래소에서 SK하이닉스(+1.98%), LG화학(+0.84%) 등 순매수",0
"RF머트리얼즈 임직원, 9.7만주 스톡옵션 행사..신주 발행",0
"뉴욕증시, 나스닥 최고치 경신하며 출발했으나 고점 부담에 혼조",0
美고용지표 발표 앞두고 뉴욕증시 혼조세 출발,0
"'채권 구루' 엘 에리언 ""연준, 인플레이션 위험 과소평가""",0
"뉴욕증시, 고점 부담에 혼조..나스닥 최고 출발",0
"3300 시대 연 코스피 더 오를까..""변동 대비해야""",0
"'은둔의 고수' 장덕수 DS자산운용 회장, DS투자증권 인수",0
카카오페이 유가증권시장 상장예비심사 통과..8월 상장 전망,0
추종하는 지수만 345개.. ETF엔 없는 테마가 없다,0
"'중간 배당' 막차 탔다면..""매도 시점 중요, 배당수익률 따져야""",0
"다날핀테크, 비트코인 전환 결제 지원 개시",0
카카오페이 상장예비심사 통과..빠르면 8월 증시 입성,0
카뱅 기업가치 18조5000억원,0
지난달 기업 주식발행 규모 460% 급증,0
"키움투자자산운용, '수소 밸류체인 글로벌 기업 펀드' 출시",0
카카오뱅크 8월초 상장추진.. 공모가 상단 3만9000원 전망,0
"현대차증권, 파운트와 AI솔루션 맞손",0
NH투자 금융·연금자산 앱에서 한번에 관리,0
증시호황에 투자자문사 77% 흑자,0
중간배당금 4조 전망.. LGU+·씨젠 등 첫 배당,0
아시아 주요 증시 동향(6월 28일),0
"카카오페이·엠씨넥스·아주스틸, 유가증권시장 상장예비심사 통과",0
카카오페이·카뱅 나란히 IPO..코스피 입성 초읽기,0
"28일, 외국인 거래소에서 삼성전자(+0.37%), SK바이오사이언스(+3.92%) 등 순매수",0
"카카오페이, 유가증권 상장예비심사 통과",0
28일 장 마감 후 주요 종목 뉴스,0
"28일, 코스닥 기관 순매도상위에 의료·정밀기기 업종 3종목",0
"28일, 외국인 코스닥에서 셀트리온헬스케어(+0.35%), 씨젠(-0.12%) 등 순매도",0
"28일, 기관 코스닥에서 네패스(+2.97%), 실리콘웍스(+1.03%) 등 순매수",0
"28일, 외국인 코스닥에서 네이처셀(+12.55%), 오스코텍(+5.81%) 등 순매수",0
"28일, 기관 거래소에서 삼성전자(+0.37%), KODEX 레버리지(-0.22%) 등 순매도",0
"美 6월 비농업고용 69.2만명↑..""예상치 상회""",0
"2분기 마지막 거래일, 뉴욕 증시 하락 출발",0
"뉴욕증시, 차익실현 압박에 혼조세로 출발",0
'따상'에 배아픈 껄무새도 기회있다..하반기 기대되는 새내기주는?,0
"크래프톤 35조, 카뱅 23조.. '공모주 거품' 논란",0
美 6월 ADP 비농업고용 69.2만명 ↑..예상치 상회,0
"""제2의 카카오는 바로 이 회사""",0
국민연금 위탁 운용사에 케이스톤·크레센도 등 4곳 선정,0
30일 장 마감 후 주요 종목 뉴스,0
한온시스템 '글로벌 숏리스트' 선정..역대급 몸값 '변수',0
"국동, 120억원 규모 무기명 무보증 사모 전환사채 발행",0
"하나금융, 국내 첫 대차거래 전과정 전산화",0
개인형 퇴직연금 수수료..현대차증권도 안 받는다,0
코스닥 25년.. 시총50배·거래대금 500배 껑충,0
'나무' 증권앱 만족도 1위,0
"삼부토건, 12만6007주 유상증자 결정",0
"조광피혁, 520억원 규모 서울 삼성동 토지·건물 양수 결정",0
"대한항공 ""왕산레저개발 매각 우선협상대상자에 칸서스자산운용""",0
아시아 주요 증시 동향(6월 30일),0
"현대미포조선, 860억원 규모 컨테이너선 2척 공사 수주",0
"코오롱글로벌, 부산사직 지역주택조합원 351억원 규모 채무보증 결정",0
현대엘리 신용등급 A+로 한 단계 상향,0
"더블유게임즈, 7월 5일 기업설명회 개최",0
"디아이씨, 계열사 대일이노텍 50억원 규모 채무보증 결정",0
"BYC, 고윤성→김대환 대표이사로 변경",0
"아이에이치큐, 65억원 규모 무기명 무보증 사모 전환사채 발행",0
"하이골드 12호, 선박매각 예상투자수익률 -0.04%",0
'경영개입' 한발 물러선 국민연금,0
아이 대학 보내고 노후 준비? 입사하자마자 IRP 드는 2030,0
"에쓰씨엔지니어링, 329억원 규모 자동화창고 신축 EPC공사 수주",0
미 실업 지표 개선에 뉴욕 증시 상승 출발,0
"뉴욕증시, 주간 실업 지표 개선에 상승 출발",0
美 신규 실업수당 36.4만건..코로나 사태 후 최저치(종합),0
美 신규 실업수당 36.4만건..전주보다 감소,0
"코스닥 4월 연고점 경신..코스피는 3,280대로 하락",0
"대폭 증산 외친 러시아, 신중하자는 사우디..OPEC+ 합의할까",0
6억 넘는 집 담보대출땐 DSR 40%.. 만기연장은 제외,0
분기마다 분배금 드려요,0
"외화채권 흐름 한눈에, 중개수수료는 반값에",0
25주년 훨훨 날아라.. 코스닥 연고점 경신,0
"예탁결제원-하나은행, 외화RP 동시결제 시스템 업무협약",0
"이재명·윤석열 테마주, 상반기 주가 상승 최고",0
"씨젠 '델타' 잡는 진단시약 출시, 美진출도 본격 추진",0
아시아 주요 증시 동향(7월 1일),0
일제히 상승세..英FTSE 0.97%↑,0
"'배터리 분사' SK이노베이션 주가, LG화학 재연하나",0
엔투텍 수주공시 - 드라마<인사이더> 제작 144.6억원 (매출액대비  25.2 %),0
"01일, 기관 코스닥에서 펄어비스(+7.79%), 오스템임플란트(-4.31%) 등 순매도",0
"01일, 코스닥 외국인 순매도상위에 제약 업종 3종목",0
"01일, 코스닥 기관 순매수상위에 제약 업종 5종목",0
"01일, 외국인 코스닥에서 레고켐바이오(+13.35%), KG ETS(+15.86%) 등 순매수",0
"01일, 기관 거래소에서 삼성전자(-0.74%), SK이노베이션(-8.8%) 등 순매도",0
"01일, 외국인 거래소에서 SK이노베이션(-8.8%), 삼성전자(-0.74%) 등 순매도",0
"01일, 기관 거래소에서 KODEX 200선물인버스2X(+1.35%), 삼성SDI(+3.72%) 등 순매수",0
"01일, 외국인 거래소에서 삼성SDI(+3.72%), LG화학(-0.59%) 등 순매수",0
장 마감 후 기업공시,0
최인석(전 KB증권 상무) 본인상,0
코스닥 올해 최고치 경신..코스피는 하루 만에 하락,0
"헬릭스미스 ""주주명부열람·등사 가처분 인용""",0
"거래소 ""자안바이오 등, 현 대표이사 구속기소설 조회공시 요구""",0
중국 당국 압박 받는 디디추싱..주가 23% 이상 폭락중,0
美 서비스업 지표 발표 앞두고..뉴욕증시 혼조세,0
"中, 자국기업 美 상장 제한 추진..주식 범죄 엄단 예고",0
"신풍제약, 코로나19 치료제 임상 결과 실망 매물에 하한가",0
"""실적 대비 저평가""..뱅크오브아메리카가 꼽은 '최고'의 종목은",0
"디디추싱, 中 규제에 미 증시서 주가 22% 추락",0
"뉴욕증시, 서비스 지표 대기 속에 혼조 출발",0
"동학개미 ""사상 최고치 코스피? 더 간다""..빚투 역대 최고 수준",0
"L3해리스, 우주산업 숨은 수혜주.. ""265달러까지 간다""",0
"지나인제약, 100억원 사모 전환사채 발행",0
"신한금융투자, 프리미엄 브랜드 투자 펀드 판매",0
3305.21.. 코스피 7일만에 사상 최고,0
"흥국자산운용, 액티브 ETF 2종 출시",0
"유진기업, 유진에스비홀딩스 지분 4% 157.9억에 처분",0
유진저축은행 최대주주에 '지분51%' KTB투자증권,0
상반기에만 상장사 80곳 상호변경,0
"고액자산가 64% ""서머랠리 기대한다""",0
아시아 주요 증시 동향(7월 6일),0
코로나 확진자 다시 1000명대..SD바이오센서 더 주목,0
외국인·기관 쌍끌이 매수에 코스피 3300선 회복..사상 최고치 경신,0
"06일, 코스닥 기관 순매도상위에 제약 업종 5종목",0
"06일, 코스닥 외국인 순매도상위에 제약 업종 7종목",0
"06일, 기관 코스닥에서 테스나(+2.11%), 알에프텍(+0.24%) 등 순매수",0
"06일, 코스닥 외국인 순매수상위에 반도체 업종 6종목",0
"06일, 기관 거래소에서 KODEX 200선물인버스2X(-0.81%), 셀트리온(-2.2%) 등 순매도",0
"06일, 거래소 외국인 순매도상위에 의약품 업종 5종목",0
"06일, 기관 거래소에서 삼성전자(+1%), 삼성SDI(+3.46%) 등 순매수",0
"06일, 거래소 외국인 순매수상위에 화학 업종 7종목",0
장 마감 후 기업공시,0
"파인디앤씨, 200억원 규모 BW 발행 결정",0
디디 7%↓ 만방 9%↓..주가 계속 떨어지는 중국 빅테크,0
"김 총리 ""거리두기 상향 여부, 주말까지 지켜볼 것""",0
"뉴욕증시, FOMC 의사록 대기 속에 상승 출발",0
"中, 알리바바·텐센트 등 인터넷 기업에 반독점 위반 벌금",0
코인거래소에 정치인 고객 많으면 계좌 받기 어렵다?,0
7말8초 '수퍼 IPO 위크'.. 大魚 삼총사 청약 전략은,0
바이오 종목도 아닌데..4차 대유행 공포에 '상한가' 찍었다,0
"헬릭스미스, 美 제약사로부터 면역치료제 기술 회수",0
"레고켐바이오, 1600억원 규모 유상증자 결정",0
"에셋플러스운용, 연내 액티브ETF",0
"미래에셋, 고객 예탁자산 400조 돌파",0
K-OTC 시총 22조 넘었다,0
내주 '라임펀드 판매' 대신증권 분쟁조정,0
"정부 백신전략 실패..일상, 다시 멀어졌다",0
델타변이 기승..SD바이오센서 공모주식 120%로 '확대',0
아시아 주요 증시 동향(7월 7일),0
7일 장 마감 후 주요 종목 뉴스,0
"에이루트, 전환청구권 행사로 211만주 신규 상장",0
"07일, 코스닥 기관 순매도상위에 소프트웨어 업종 3종목",0
"07일, 코스닥 외국인 순매도상위에 통신장비 업종 3종목",0
"07일, 기관 코스닥에서 천보(+9.32%), 켄코아에어로스페이스(+7.75%) 등 순매수",0
"07일, 외국인 코스닥에서 엘앤에프(+4.71%), 천보(+9.32%) 등 순매수",0
"07일, 기관 거래소에서 삼성전자(-0.49%), 현대차(-1.69%) 등 순매도",0
"07일, 거래소 외국인 순매도상위에 전기,전자 업종 5종목",0
"07일, 거래소 기관 순매수상위에 전기,전자 업종 4종목",0
"07일, 외국인 거래소에서 카카오(+2.22%), LG화학(-0.11%) 등 순매수",0
"대신증권, 온라인으로 펀드·ELS 가입 시 펀드쿠폰 제공",0
"레고켐바이오, 1천600억원 유상증자..쿼드운용 등에 3자 배정",0
"바이오니아, 자회사와 코로나19 치료제 후보물질 동물실험서 효능 확인",0
장 마감 후 기업공시,0
코로나 변이 바이러스 우려에 뉴욕증시 1% 이상 하락한 채 거래,0
코로나 변이 공포 급부상..S&P 1.5%↓ 나스닥 1.9%↓,0
"뉴욕증시, 경기둔화 우려 부상에 하락 출발",0
뉴욕증시 급락 출발..다우·S&P 지수 1.4% 내려,0
삼전·테슬라 흔들리자 방황하는 개미.. 단타족 됐다,0
8일 장 마감 후 주요 종목 뉴스,0
다크코인 취급 거래소 낮은 점수,0
카카오 시총 28조 증가할 때 삼성전자 4조 감소,0
"헬릭스미스, 경영권 분쟁 끝에..14일 임시 주총서 표 대결 전망",0
"엠투엔, 오는 9일 유상증자 권리락 발생",0
롯데렌탈도 IPO 청약 대열 합류..상장 심사 통과,0
"디딤, 50억원 규모 3자 배정 유상증자 결정",0
아시아 주요 증시 동향(7월 8일),0
'의류 빅3' 한솔섬유 상장 추진,0
"연중 최고 찍은 원·달러 환율..""1160원까진 더 오른다""",0
"카카오게임즈, 코스닥 시총 2위 됐다",0
포스코·SK·메디톡스..2분기 어닝 서프라이즈 기대,0
'과학과 종교' 경계 넘나드는 바이오株 투자 강성주주들,0
"대보마그네틱, 29.7만주 전환청구권 행사..전환가액 2만3538원",0
"블랙록 ""美주식 정점 지났다..유럽·日이 매력적""",0
"국내 상장으로 돌아선 마켓컬리, 증권사 '주관사 전쟁' 불붙었다",0
'인니版 마켓컬리'에 꽂힌 큰손들..네이버·스틱 등 너도나도 베팅,0
"급락한 콘택트株, 지금이 매수 기회?",0
"신한운용, 업계 첫 '탄소중립 이니셔티브' 가입",0
"코로나 '4차유행' 우려에..에스디바이오센서, 청약 첫날 3.5조원 몰려",0
"메디콕스, 609만주 전환청구권 행사..전환가액 1143원",0
장 마감 후 기업공시,0
"수젠텍, 신사업 투자금 확보 위해 200억 규모 CB 발행",0
"신성통상, 계열사 주식 18만1500주 처분",0
"08일, 코스닥 기관 순매도상위에 제약 업종 4종목",0
"가구 1위 한샘, 매물로..IMM 인수 유력",0
美 6월 물가 5.4% 급등..13년만에 최고,0
"뉴욕증시, 6월 물가 상승률 급등에 하락 출발",0
"가구업계 1위 한샘, 경영권·지분 매각협상 돌입",0
"골드만삭스, 2분기 깜짝 실적..IPO 시장 호조 덕분",0
"펩시코 2분기 실적, 시장 예상 웃돌아",0
장 마감 후 기업공시,0
"골드만삭스 2분기 실적, 시장 예측 크게 상회",0
"""中日 제쳤다, 고가선박 수주 싹쓸이""..그런데 주가는 왜 비실비실?",0
네이버의 저력..외국인 몰려 5% 급등 단숨에 카카오 제치고 시총 3위 탈환,0
테리어 업계 1위 '한샘' M&A 시장에 매물로 나왔다,0
"JP모건, 2분기 실적 예상 상회",0
"NH투자, 공사 최초 ESG 채권 발행주관",0
"삼성증권, 21일까지 온라인 전용 ELS 모집",0
대한항공 3.3兆 조달..유상증자 349% 늘어,0
2021년 상반기 상장사 유상증자 17조원..전년比 348.7%↑,0
"본느, 230억 규모 강남구 토지 및 건물 양수",0
아시아 주요 증시 동향(7월 13일),0
"'8조 대어' 현대오일뱅크, IPO 추진",0
"테슬라, 주가 4%대 급등.. 핵심 경쟁력 2가지 '주목'",0
"본느, 230억원 규모 강남구 토지 및 건물 양수",0
"네오티스, 타법인 증권 취득 자금 마련 위해 145억원 규모 CB 발행",0
"이즈미디어, UN 美대표 출신 '심 파라' 사내이사 영입 ""글로벌 사업화""",0
'3800만~4000만원' 박스권 갇힌 비트코인,0
"카카오VX·스톤브릿지, 한라세라지오CC 1530억원에 인수..홀당 85억원 수준",0
코스피200지수 옵션 시세(7월 13일),0
"13일, 기관 코스닥에서 오비고(+7.81%), 컴투스(+2.56%) 등 순매도",0
"13일, 외국인 코스닥에서 티케이케미칼(-1.56%), 셀트리온제약(-1.59%) 등 순매도",0
"13일, 코스닥 기관 순매수상위에 반도체 업종 3종목",0
"13일, 코스닥 외국인 순매수상위에 디지털컨텐츠 업종 3종목",0
K-배터리 랠리 다시 시작됐나..외국인 '러브콜',0
미풍에 그친 한국판 게임스톱 운동..GO? STOP?,0
"'집단감염' 유통株, 팬데믹 우려에 조정..저가매수 기회될까",0
"뉴욕증시, 파월 증언 대기·지표 혼조에 하락 출발",0
"GS리테일·사모펀드 컨소시엄, 요기요 인수 유력",0
"EU 탄소국경세 도입, 국내 증시 수혜주·피해주는 어디?",0
"""中 다시 화장한다""..코스맥스 LG생건 펄펄, 아모레퍼시픽은 비실, 왜?",0
코스닥 기관·외국인·개인 순매수·도 상위종목(7월 15일-최종치),0
유가증권 기관·외국인·개인 순매수·도 상위종목(7월 15일-최종치),0
유가증권 코스닥 투자주체별 매매동향(7월 15일-최종치),0
"KCC, 주당 1000원 현금 배당",0
"이월드, 1100억 규모 CB 조기상환 결정",0
"이엔플러스, 안영용·이강현 각자대표로 변경",0
"현대로템, 탄자니아 표준궤 차량 납품 사업 수주",0
"미원화학, 주당 1000원 현금배당",0
"현대차증권, 상환전환우선주 20만주 보통주 전환청구",0
금거래 4조 돌파,0
"브리스톨, 백혈병 치료제 유럽 최초 허가.. ""주가 저평가 상태""",0
"한국콜마, 불성실공시법인 미지정",0
아시아 주요 증시 동향(7월 15일),0
"한국항공우주, 불성실공시법인 미지정",0
"에이블씨엔씨, 제아에이치앤비 흡수합병",0
"카카오엔터, 멜론컴퍼니와 흡수합병",0
"까뮤이앤씨, 손배소 패소..13.8억 배상 판결",0
"여의도 금융사 전직원, 코로나 선제적 검사 받는다..35여곳 대상",0
15일 장 마감 후 주요 종목뉴스,0
"블랙록 리얼에셋, 국내 해상풍력 이지스PE 인수 확정 ""1조 투자할 것""",0
아시아나항공 '상장 유지'.. 내일부터 주식 거래 재개(종합),0
장 마감 후 기업공시,0
"15일, 코스닥 기관 순매도상위에 제약 업종 5종목",0
코로나 규제 풀리자 美 소비 다시 확대..6월 소매판매 0.6%↑,0
"올림픽 개막 코앞인데..도쿄, 코로나 신규확진 사흘째 1,000명대",0
"뉴욕증시, 소매판매 호조 속에 상승 출발",0
한달간 1370억원.. 중학개미들이 사들인 中기술주는?,0
"신세계, ""휴젤 지분 인수 안한다""",0
"하나기술, 100억원 규모 단기차입금 증가 결정",0
"피에이치씨, 오는 19일 유상증자 권리락 발생",0
"에이루트, 오는 19일 무상증자 권리락 발생",0
"자안바이오, 자안홀딩스 외 1인으로 최대주주등 변경",0
"이스트아시아홀딩스, 71억원 규모 유상증자 결정",0
"티움바이오, 270억원 규모 유형자산 양수 결정",0
"거래소, 아이엠 불성실공시법인 지정",0
"상신이디피, 11억원 규모 자사주 소각 결정",0
"에이치엘비파워, 49.5억원 규모 환결설비 납품 계약",0
"상신이디피, 21억원 규모 자사주 처분 결정",0
"슈펙스비앤피, 크리스탈바이오사이언스로 최대주주 변경",0
16일 장 마감 후 주요 종목뉴스,0
"엘앤케이바이오, CB 200억원 발행.. ""신제품 개발·해외 공급망 확대""",0
아시아 주요 증시 동향(7월 16일),0
장 마감 후 기업공시,0
"헬릭스미스 ""법원, 검사인 선임 소송 기각 결정""",0
"휴젤 ""신세계백화점 피인수, 논의 진행하지 않기로""",0
'반공매도 행동개시' K-게임스톱..시범전 논란만 '확산',0
"2兆 부담에 규제 리스크..신세계 정유경, 휴젤 인수전 발 뺀 까닭은",0
"16일, 기관 코스닥에서 에코프로에이치엔(+21.7%), 엘앤에프(+0.43%) 등 순매도",0
"16일, 코스닥 외국인 순매도상위에 반도체 업종 4종목",0
"16일, 코스닥 기관 순매수상위에 화학 업종 4종목",0
"16일, 코스닥 외국인 순매수상위에 디지털컨텐츠 업종 3종목",0
"16일, 거래소 기관 순매도상위에 화학 업종 4종목",0
"16일, 외국인 거래소에서 카카오(-1.57%), DB하이텍(-4.23%) 등 순매도",0
뉴욕증시 3대지수 2% 안팎 급락..월가 공포지수 30% 폭등,0
"뉴욕 증시, 델타 변이 우려에 하락 출발..항공·에너지 관련주 '급락세'",0
"뉴욕 증시, 코로나 델타 변이 우려에 급락세",0
"뉴욕증시, 코로나19 델타 변이 우려에 하락 출발",0
"패션업체 F&F, 테일러메이드 인수戰 참여",0
"F&F '테일러메이드 인수전' 4,000억 쏜다",0
코로나 재확산 우려에 유럽 증시 2~3%대 급락,0
"F&F, 테일러메이드 인수전 참여 '유력'..최대투자자 예약",0
"""카카오뱅크 가즈아~~""..고평가 논란 속 20일 상장일정 시작",0
"F&F, '테일러메이드' 공동 인수..3000억 쏜다[마켓인사이트",0
3개월새 코인 반토막.. '계단식 추락'에 20대 휘청,0
"더네이쳐, 테일러메이드 인수戰 발뺀다",0
맥스트 공모주 청약 6763대 1,0
K-뉴딜 지수선물 등 17종목 거래개시,0
외화주식 결제 역대최대..2612억달러,0
'7말8초' 준비되셨습니까,0
"유나이티드헬스, 2분기 실적 '방긋'.. '바이든 케어' 수혜 기대감↑",0
'메타버스' 맥스트 공모주 청약 경쟁률 역대 최고..6763대 1,0
김재웅(한국예탁결제원 혁신기업지원부 부장)씨 장인상,0
아시아 주요 증시 동향(7월 19일),0
장 마감 후 기업공시,0
19일 장 마감 후 주요 종목뉴스,0
"센트로이드PE, 테일러메이드 인수 난항..더네이쳐홀딩스 SI 참여 철회",0
"큐브앤컴퍼니, 최대주주 주식회사 한창으로 변경",0
파죽지세 메타버스..IPO 청약 6조 몰렸다,0
"맥스트, 공모주 청약 경쟁률 6762대 1..'역대 최고'",0
"19일, 기관 코스닥에서 에코프로에이치엔(+29.99%), 에코프로비엠(+7.3%) 등 순매도",0
"19일, 코스닥 외국인 순매도상위에 의료·정밀기기 업종 3종목",0
"19일, 코스닥 기관 순매수상위에 반도체 업종 4종목",0
"19일, 코스닥 외국인 순매수상위에 제약 업종 3종목",0
"""델타는 핑계일뿐""..증시 조정받을 때 '경기재개株' 담아라",0
낙폭 너무 컸나.. 뉴욕증시 반등세,0
"뉴욕증시, 낙폭 과대로 반등 출발",0
(20일) F&F 등,0
"세계최고 부자 베이조스, 우주여행 성공..무사 귀환(상보)",0
"베이조스, 우주여행 성공 후 환호",0
"세계최고 부자 베이조스, 우주여행 마치고 귀환",0
아마존 베이조스 탑승 우주여행 로켓 발사,0
"""따상? 수수료도 못 건질 판"" 32조 몰린 SD바이오센서 투자자 한숨",0
주식·회사채 발행 123조,0
증권결제대금 상반기 3772조.. 반기 역대 최대,0
카카오페이 상장 9월 이후 연기,0
"신영證 ""퇴직연금 3분기 연속 1년 수익률 전 업권 1위""",0
"거래소, 큐라클 상장 승인..22일 코스닥 상장",0
아시아 주요 증시 동향(7월 20일),0
"알코아, 골드만삭스도 찜했다.. 탄소시대 경쟁력 '최고'",0
3만달러 깨지자 줄줄이 하락..2만달러까지 간다,0
장 마감 후 기업공시,0
"아시아경제, KMH -키스톤PE 기묘한 동거?",0
유가증권 코스닥 투자주체별 매매동향(7월 20일-최종치),0
코스닥 기관·외국인·개인 순매수·도 상위종목(7월 20일-최종치),0
유가증권 기관·외국인·개인 순매수·도 상위종목(7월 20일-최종치),0
코인·유가·증시 줄하락.. 자산시장도 '델타 쇼크',0
"세계 증시 '변이 확산 공포'.. ""조정장 온다"" vs.""단기적 이슈""",0
20일 장 마감 후 주요 종목 뉴스,0
"20일, 기관 코스닥에서 에코프로비엠(-7.32%), 에코프로에이치엔(-9.45%) 등 순매도",0
"20일, 코스닥 외국인 순매도상위에 반도체 업종 3종목",0
"20일, 코스닥 기관 순매수상위에 제약 업종 4종목",0
"20일, 코스닥 외국인 순매수상위에 IT부품 업종 4종목",0
"20일, 거래소 기관 순매도상위에 화학 업종 3종목",0
"뉴욕증시, 기업 실적 호조에 상승 출발",0
독일 7월 합성 PMI 예비치 62.5..사상 최고치,0
도쿄올림픽 개막은 했는데..,0
7월 유로존 합성 PMI 예비치 60.6..21년來 최고치,0
"카카오뱅크 일반 청약 'D-3'..""1주도 못 받는 사례 나올 것""",0
"맥스트, 코스닥 상장 승인..27일 매매거래 개시",0
"메타버스 플랫폼 맥스트, 27일 코스닥 상장",0
아시아 주요 증시 동향(7월 23일),0
"메타버스 플랫폼 기업 맥스트, 27일 코스닥 상장",0
23일 장 마감 후 주요 종목 뉴스,0
"23일, 기관 코스닥에서 RFHIC(+1.73%), 카카오게임즈(+0.2%) 등 순매도",0
"23일, 외국인 코스닥에서 네이처셀(-19.41%), 엘앤에프(+0.09%) 등 순매도",0
"23일, 코스닥 기관 순매수상위에 반도체 업종 4종목",0
"23일, 코스닥 외국인 순매수상위에 통신장비 업종 3종목",0
"23일, 거래소 기관 순매도상위에 운수장비 업종 5종목",0
"23일, 거래소 외국인 순매도상위에 운수장비 업종 5종목",0
"23일, 기관 거래소에서 NAVER(+2.73%), 삼성전자(-0.5%) 등 순매수",0
"23일, 외국인 거래소에서 한국금융지주(+9.27%), LG전자(+1.52%) 등 순매수",0
장 마감 후 기업공시,0
"코스닥, 연고점 경신..환율 관망세",0
유가증권 코스닥 투자주체별 매매동향(7월 23일-최종치),0
코스닥 기관·외국인·개인 순매수·도 상위종목(7월 23일-최종치),0
유가증권 기관·외국인·개인 순매수·도 상위종목(7월 23일-최종치),0
"""5년을 기다렸다"" 태극전사 '금빛 드라마' 속으로",0
주간 코스닥 기관 순매수도 상위종목,0
주간 거래소 기관 순매수도 상위종목,0
"키네마스터, 2Q 영업손실 6억9200만원..'적자전환'",0
주간 거래소 외국인 순매수도 상위종목,0
주간 코스닥 외국인 순매수도 상위종목,0
"셀리드, 코로나19 임상계획 변경 승인",0
카카오뱅크 환불 57조 어디로..HK이노엔? 크래프톤?,0
"뉴욕 증시, 상승 출발.. 나스닥 0.34% 상승",0
전기전자株 호실적에도 반년간 박스권..반등은 언제?,0
"뉴욕증시, GDP 실망에도 상승 출발",0
"美 신규 실업수당 40만건..""낮은 수준 유지""(종합)",0
미국 2분기 GDP 예비치 6.5%..예상치 크게 밑돌아,0
"텐센트서만 한달새 8500만달러 날렸다, 중학개미 '손실 폭탄'",0
올해 첫 '따상상상'.. 하지만 공모주 58%는 시초가 아래,0
"미래에셋, 서부발전 원화 녹색채권 2700억 발행",0
美 신규 실업수당 40만건..전주보다 감소,0
"미국 2분기 GDP 예비치, 6.5%..예상치 하회",0
크래프톤 수요예측 갈렸다..20.6%는 '허수',0
자국 철강 옥죄는 중국.. 국내 철강주 반등 기회 오나,0
"알파벳, 돌아온 광고주에 실적 '방긋'.. 주가도 '쑥'",0
"크래프톤, 공모가 49만8000원 확정..희망밴드 최상단",0
"하이투자증권, 2분기 영업익 643억..전년동기比 95%↑",0
"크래프톤, 공모가 49만8000원 확정",0
국민연금 안효준 CIO 재연임,0
아시아 주요 증시 동향(7월 29일),0
"미래에셋자산운용, 레버리지·인버스 ETF 4종 보수 인하",0
한화솔루션 분기 매출 2.7조 사상 최대..세아베스틸 이익 400% 급증,0
장 마감 후 기업공시,0
"맥쿼리인프라, 올해 상반기 순이익 15.7% 증가..분배금 주당 370원 지급",0
코스닥 기관·외국인·개인 순매수·도 상위종목(7월 29일-최종치),0
"가상세계 '따상상상'..맥스트, 사흘 연속 상한가",0
"29일, 코스닥 기관 순매도상위에 오락·문화 업종 3종목",0
"29일, 코스닥 외국인 순매도상위에 반도체 업종 5종목",0
"29일, 기관 코스닥에서 심텍(-0.96%), 코세스(-5.73%) 등 순매수",0
"29일, 코스닥 외국인 순매수상위에 연구·개발 업종 5종목",0
"29일, 기관 거래소에서 아모레퍼시픽(-3.17%), LG디스플레이(-1.75%) 등 순매도",0
역대급 '깜짝실적'에도 주식시장은 둔감..돌파구는?,0
오뚜기·농심 줄줄이 라면값 인상..식료품株 반등할까,0
美 7월 민간고용 예상치의 절반..국채 상승·증시 하락,0
중국서 털고 나온 외국인..국내 증시로 들어왔나,0
"10조 차이나펀드 괜찮나..""홍콩·美 상장株보다 본토가 유리""",0
"규제에 또 규제..""中 주식 당분간 비중 축소하라""",0
"뉴욕증시, 민간 고용 부진 속에 혼조 출발",0
LG화학 닮은 꼴 SK이노..배터리 물적분할 후 주가는..,0
넥스트 테슬라? 메타버스株 스치기만 해도 오른다,0
메타버스 관련주 찾아라..펀드매니저들 '줍줍',0
"증권시장 흔든 메타버스..""차세대 혁신이냐, 투자용 유행어냐""",0
"거래소 ""쌍방울, 불성실공시법인 지정 예고""",0
"AMD, 2분기 매출 2배 '껑충'.. ""성장주의 정석""",0
아시아 주요 증시 동향(8월 4일),0
4일 장 마감 후 주요 종목 뉴스,0
스타모빌리티 상장적격성 실질심사 대상 결정,0
"다나와, 공매도 과열 종목 지정..5일 공매도 금지",0
"서울바이오시스, 공매도 과열 종목 지정..5일 공매도 금지",0
"레드로버, 4.7억 규모 전환사채 만기 전 취득",0
여름 휴가철에 휘발윳값 13주 연속 상승..2천원 시대 오나,0
장 마감 후 기업공시,0
코스피 3280선 회복..삼성전자·SK하이닉스 사흘 연속 상승,0
"SK E&S 투자유치, 새마을금고도 출사표",0
한탕 노린 개미에 정리매매 주가 '롤러코스터',0
삼성전자 얼라이언스 합류에 메타버스주 급등,0
"""경구용 코로나 치료제 발표 임박, 경기민감주 뜬다""",0
오랜만에 형님 노릇한 대형주.. 증시 3일 연속 상승세,0
반도체 업황개선에 외국인이 돌아왔다.. 사흘째 반등 '8만전자·12만닉스' 회복,0
"04일, 기관 코스닥에서 에코프로비엠(-2.19%), 코세스(+29.56%) 등 순매도",0
"04일, 외국인 코스닥에서 카카오게임즈(0.00%), 천보(-2.41%) 등 순매도",0
'9만전자' 가나 했는데..외국인 변심에 밀린 삼성전자,0
대규모 유증 앞둔 에코프로비엠..CEO는 막바지 차익실현,0
